# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 26 02:52:58 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 9446 c,HD 9446,1,1,2,Radial Velocity,2009,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...513A..69H/abstract target=ref> Hebrard et al. 2010 </a>,192.90000000,0.90000000,-0.90000000,0,0.654000,0.022000,-0.022000,0,,,,,,,,,578.42600,54.02880,-54.02880,0,1.82000,0.17000,-0.17000,0,Msini,0.060000,0.060000,-0.060000,0,,,,,,,,,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...513A..69H/abstract target=ref> Hebrard et al. 2010 </a>,G5 V,5793.00,22.00,-22.00,0,1.00,,,0,1.00,0.10,-0.10,0,0.090,0.050,-0.050,0,[Fe/H],4.53,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h33m20.41s,23.3350424,+29d15m53.71s,29.2649187,50.3503000,0.3538000,-0.3490000,8.3500000,0.0300000,-0.0300000,6.8510000,0.0230000,-0.0230000,8.2095000,0.0006510,-0.0006510,2019-01-28,2010-04,2019-01-31
HD 73267 b,HD 73267,1,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,1245.36000000,2.81000000,-2.81000000,0,2.187000,0.016000,-0.016000,0,,,,,,,,,984.31951,13.98452,-13.66669,0,3.09700,0.04400,-0.04300,0,Msini,0.230000,0.014000,-0.014000,0,,,,,,,,,0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5387.00,10.00,-10.00,0,0.91,0.03,-0.03,0,0.90,0.02,-0.02,0,0.070,0.040,-0.040,0,[Fe/H],4.45,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m17.64s,129.0735123,-34d27m34.01s,-34.4594469,50.4093000,0.0729000,-0.0726000,8.9000000,0.0300000,-0.0300000,7.0620000,0.0230000,-0.0230000,8.6783500,0.0002150,-0.0002150,2019-06-24,2018-08,2019-06-27
HD 73267 b,HD 73267,0,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,1260.00000000,7.00000000,-7.00000000,0,2.198000,0.025000,-0.025000,0,,,,,,,,,973.00000,20.00000,-20.00000,0,3.06000,0.07000,-0.07000,0,Msini,0.256000,0.009000,-0.009000,0,,,,,,,,,0,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,G5 V,5317.00,34.00,-34.00,0,1.04,,,0,0.89,0.03,-0.03,0,0.030,0.020,-0.020,0,[Fe/H],4.28,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m17.64s,129.0735123,-34d27m34.01s,-34.4594469,50.4093000,0.0729000,-0.0726000,8.9000000,0.0300000,-0.0300000,7.0620000,0.0230000,-0.0230000,8.6783500,0.0002150,-0.0002150,2019-06-24,2009-03,2015-03-26
HIP 14810 b,HIP 14810,0,1,3,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6.67386000,0.00001900,-0.00001900,0,0.070000,0.000000,0.000000,0,,,,,,,,,1074.26540,38.13960,-38.13960,0,3.38000,0.12000,-0.12000,0,Msini,0.140000,0.000000,0.000000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5520.00,19.00,-19.00,0,1.04,0.03,-0.03,0,0.81,0.04,-0.04,0,0.290,,,0,[Fe/H],4.32,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2017-03,2018-09-06
HIP 14810 b,HIP 14810,0,1,3,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...699L..97W/abstract target=ref> Wright et al. 2009 </a>,6.67385500,0.00001900,-0.00001900,0,0.069200,0.004000,-0.004000,0,,,,,,,,,1233.18040,101.70560,-101.70560,0,3.88000,0.32000,-0.32000,0,Msini,0.142700,0.000940,-0.000940,0,,,,,,,,,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...699L..97W/abstract target=ref> Wright et al. 2009 </a>,G5 V,5485.00,44.00,-44.00,0,1.00,0.06,-0.06,0,0.99,0.04,-0.04,0,0.260,0.030,-0.030,0,[Fe/H],4.22,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2009-07,2015-05-14
HIP 14810 b,HIP 14810,0,1,3,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,6.67400000,0.00200000,-0.00200000,0,0.069200,0.004000,-0.004000,0,,,,,,,,,1220.46720,171.62820,-171.62820,0,3.84000,0.54000,-0.54000,0,Msini,0.148000,0.006000,-0.006000,0,,,,,,,,,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5485.00,44.00,-44.00,0,,,,,0.99,,,0,0.231,0.030,-0.030,0,[Fe/H],4.30,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2006-07,2015-05-14
HIP 14810 b,HIP 14810,0,1,3,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,6.67420000,0.00200000,-0.00200000,0,0.069200,0.004000,-0.004000,0,,,,,,,,,1242.66000,174.80000,-174.80000,0,3.91000,0.55000,-0.55000,0,Msini,0.147000,0.006000,-0.006000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5544.00,85.54,-132.53,0,1.03,0.06,-0.03,0,0.98,0.15,-0.08,0,0.230,0.100,-0.100,0,[M/H],4.41,0.08,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2007-03,2015-01-22
HIP 14810 b,HIP 14810,1,1,3,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,6.67389200,0.00000800,-0.00000800,0,0.069600,0.004400,-0.004400,0,,,,,,,,,1239.53700,155.73670,-155.73670,0,3.90000,0.49000,-0.49000,0,Msini,0.143990,0.000870,-0.000870,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5544.00,,,0,1.07,0.08,-0.08,0,1.01,0.19,-0.19,0,0.240,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2018-11,2018-09-27
HIP 14810 c,HIP 14810,0,1,3,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...699L..97W/abstract target=ref> Wright et al. 2009 </a>,147.73000000,0.06500000,-0.06500000,0,0.545000,0.031000,-0.031000,0,,,,,,,,,406.82240,31.78300,-31.78300,0,1.28000,0.10000,-0.10000,0,Msini,0.164000,0.012000,-0.012000,0,,,,,,,,,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...699L..97W/abstract target=ref> Wright et al. 2009 </a>,G5 V,5485.00,44.00,-44.00,0,1.00,0.06,-0.06,0,0.99,0.04,-0.04,0,0.260,0.030,-0.030,0,[Fe/H],4.22,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2009-07,2015-05-14
HIP 14810 c,HIP 14810,0,1,3,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,95.28470000,0.00200000,-0.00200000,0,0.407000,0.023000,-0.023000,0,,,,,,,,,241.54000,38.14000,-38.14000,0,0.76000,0.12000,-0.12000,0,Msini,0.409100,0.006000,-0.006000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5544.00,85.54,-132.53,0,1.03,0.06,-0.03,0,0.98,0.15,-0.08,0,0.230,0.100,-0.100,0,[M/H],4.41,0.08,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2007-03,2015-01-22
HIP 14810 c,HIP 14810,1,1,3,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,147.74700000,0.02900000,-0.02900000,0,0.549000,0.034000,-0.034000,0,,,,,,,,,416.35730,57.20940,-57.20940,0,1.31000,0.18000,-0.18000,0,Msini,0.156600,0.009900,-0.009900,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5544.00,,,0,1.07,0.08,-0.08,0,1.01,0.19,-0.19,0,0.240,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2018-11,2018-09-27
HIP 14810 d,HIP 14810,1,1,3,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,981.80000000,6.90000000,-6.90000000,0,1.940000,0.130000,-0.130000,0,,,,,,,,,187.51970,31.78300,-31.78300,0,0.59000,0.10000,-0.10000,0,Msini,0.185000,0.035000,-0.035000,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5544.00,,,0,1.07,0.08,-0.08,0,1.01,0.19,-0.19,0,0.240,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2018-11,2018-09-27
HIP 14810 d,HIP 14810,0,1,3,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...699L..97W/abstract target=ref> Wright et al. 2009 </a>,952.00000000,15.00000000,-15.00000000,0,1.890000,0.110000,-0.110000,0,,,,,,,,,181.16310,16.52716,-16.52716,0,0.57000,0.05200,-0.05200,0,Msini,0.173000,0.037000,-0.037000,0,,,,,,,,,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...699L..97W/abstract target=ref> Wright et al. 2009 </a>,G5 V,5485.00,44.00,-44.00,0,1.00,0.06,-0.06,0,0.99,0.04,-0.04,0,0.260,0.030,-0.030,0,[Fe/H],4.22,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.4800000,0.1156000,-0.1151000,8.5200010,0.0300000,-0.0300000,6.8280000,0.0210000,-0.0210000,8.3330700,0.0004150,-0.0004150,2018-09-25,2009-07,2015-05-14
HD 220773 b,HD 220773,1,1,1,Radial Velocity,2011,McDonald Observatory,Published Confirmed,0,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,3724.70000000,463.00000000,-463.00000000,0,4.940000,0.200000,-0.200000,0,,,,,,,,,460.80000,95.00000,-95.00000,0,1.45000,0.30000,-0.30000,0,Msini,0.510000,0.100000,-0.100000,0,,,,,,,,,0,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,F9,5940.00,100.00,-100.00,0,,,,,1.16,,,0,0.090,0.060,-0.060,0,[Fe/H],4.24,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h26m27.47s,351.6144715,+08d38m34.39s,8.6428871,50.5103000,0.1726000,-0.1715000,7.1083100,0.0230000,-0.0230000,5.6510000,0.0170000,-0.0170000,6.9459500,0.0002410,-0.0002410,2019-01-28,2012-04,2019-01-31
HD 222155 b,HD 222155,0,1,1,Radial Velocity,2011,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BOISSE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...545A..55B/abstract target=ref> Boisse et al. 2012 </a>,3999.00000000,469.00000000,-541.00000000,0,5.100000,0.600000,-0.700000,0,,,,,,,,,603.85000,212.94000,-168.44000,0,1.90000,0.67000,-0.53000,0,Msini,0.160000,0.270000,-0.220000,0,,,,,,,,,0,<a refstr=BOISSE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...545A..55B/abstract target=ref> Boisse et al. 2012 </a>,G2 V,5765.00,22.00,-22.00,0,1.67,0.07,-0.07,0,1.13,0.11,-0.11,0,-0.110,0.050,-0.050,0,[Fe/H],4.10,0.13,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h38m00.61s,354.5025617,+48d59m45.67s,48.9960191,50.6078000,0.0831000,-0.0827000,7.1171600,0.0230000,-0.0230000,5.5100000,0.0230000,-0.0230000,6.9356300,0.0001460,-0.0001460,2018-04-25,2012-09,2014-05-14
HD 222155 b,HD 222155,1,1,1,Radial Velocity,2011,Haute-Provence Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3999.00000000,500.00000000,-500.00000000,0,5.140000,0.460000,-0.460000,0,,,,,,,,,673.79960,158.91500,-158.91500,0,2.12000,0.50000,-0.50000,0,Msini,0.160000,0.220000,-0.220000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5701.00,44.00,-44.00,0,1.85,0.04,-0.04,0,1.21,0.10,-0.10,0,-0.180,,,0,[Fe/H],3.99,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h38m00.61s,354.5025617,+48d59m45.67s,48.9960191,50.6078000,0.0831000,-0.0827000,7.1171600,0.0230000,-0.0230000,5.5100000,0.0230000,-0.0230000,6.9356300,0.0001460,-0.0001460,2018-09-04,2017-03,2018-09-06
HD 188015 b,HD 188015,0,2,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,456.46000000,9.12000000,-9.12000000,0,1.190000,,,0,,,,,,,,,400.45000,,,0,1.26000,,,0,Msini,0.150000,0.090000,-0.090000,0,,,,,,,,,0,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,G5 IV,5745.00,,,0,,,,,1.08,,,0,0.290,,,0,[Fe/H],4.44,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m04.60s,298.0191857,+28d05m59.92s,28.0999769,50.6706000,0.1095000,-0.1089000,8.2400000,0.0300000,-0.0300000,6.6320000,0.0180000,-0.0180000,8.0658800,0.0003300,-0.0003300,2014-07-23,2005-01,2014-07-23
