# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 25 23:03:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-167 c,Kepler-167,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.40610775,0.00001527,-0.00001527,0,,,,,1.610,0.150,-0.120,0,0.144,0.013,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4888.00,72.17,-54.93,0,0.74,0.02,-0.02,0,0.80,0.02,-0.03,0,-0.020,0.110,-0.102,0,[Fe/H],4.61,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2016-05-06,2016-05,2016-05-10
Kepler-167 c,Kepler-167,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,7.40610054,0.00000266,-0.00000266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2016-07-26,2016-07,2016-07-28
Kepler-167 c,Kepler-167,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,7.40611676,0.00001392,-0.00001392,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2018-09-25,2018-08-16,2018-09-25
Kepler-167 c,Kepler-167,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,7.40610257,0.00001403,-0.00001403,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2019-04-16,2019-03,2019-04-18
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,21.80353249,0.00014261,-0.00014261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2019-04-16,2019-03,2019-04-18
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,1.193,0.336,-0.079,0,0.106,0.030,-0.007,0,,,,,,,,,,,,,,14.49,0.34,-0.34,0,,,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4868.00,97.00,-97.00,0,0.74,0.03,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2018-09-04,2018-10,2018-09-06
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,21.80370800,0.00013610,-0.00013610,0,0.138700,,,0,1.110,0.090,-0.030,0,,,,,,,,,,,,,,0.000000,,,0,11.82,3.03,-1.56,0,473,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4799.00,95.00,-95.00,0,0.69,0.05,-0.02,0,0.78,0.03,-0.05,0,-0.020,0.150,-0.150,0,[Fe/H],4.63,0.01,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,21.80387630,0.00012680,-0.00012680,0,0.140200,,,0,1.390,2.080,-0.130,0,,,,,,,,,,,,,,0.000000,,,0,18.25,110.83,-4.70,0,527,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4978.00,151.00,-130.00,0,0.81,1.22,-0.07,0,0.77,0.13,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.51,0.07,-0.78,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2014-11-21,2014-12-18,2014-11-21
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,21.80387630,0.00012680,-0.00012680,0,0.140200,,,0,1.390,2.080,-0.130,0,,,,,,,,,,,,,,0.000000,,,0,18.25,110.83,-4.70,0,527,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4978.00,151.00,-130.00,0,0.81,1.22,-0.07,0,0.77,0.13,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.51,0.07,-0.78,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2014-11-18,2014-12-04,2014-11-18
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.80387630,0.00012680,-0.00012680,0,,,,,1.290,0.360,-0.120,0,0.115,0.032,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4888.00,72.17,-54.93,0,0.74,0.02,-0.02,0,0.80,0.02,-0.03,0,-0.020,0.110,-0.102,0,[Fe/H],4.61,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2016-05-06,2016-05,2016-05-10
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,21.80410231,0.00000884,-0.00000884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2016-07-26,2016-07,2016-07-28
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,21.80428000,0.00043000,-0.00043000,0,0.137000,,,0,1.320,0.090,-0.090,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,489,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,4909.00,73.00,-73.00,0,0.70,0.02,-0.02,0,0.71,0.02,-0.02,0,,,,0,,4.60,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2013-10-28,2014-01-08,2013-10-28
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,21.80370800,0.00013610,-0.00013610,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2018-09-25,2018-08-16,2018-09-25
Kepler-167 d,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,21.80387630,0.00012680,-0.00012680,0,0.140200,,,0,1.390,2.080,-0.130,0,,,,,,,,,,,,,,0.000000,,,0,18.25,110.83,-4.70,0,527,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,4978.00,151.00,-130.00,0,0.81,1.22,-0.07,0,0.77,0.13,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.51,0.07,-0.78,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2015-08-25,2015-09-24,2015-08-25
Kepler-167 d,Kepler-167,1,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,21.80385500,0.00007800,-0.00011900,0,0.140500,0.005000,-0.007100,0,1.194,0.049,-0.048,0,0.107,0.004,-0.004,0,,,,,,,,,,0.120000,,,1,13.68,1.54,-0.95,0,536,14,-10,0,0,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,K4,4890.00,50.00,-50.00,0,0.73,0.02,-0.01,0,0.77,0.02,-0.03,0,-0.030,0.080,-0.080,0,[Fe/H],4.61,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2016-03-09,2016-04,2016-03-10
Kepler-167 e,Kepler-167,1,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,1071.23228000,0.00056000,-0.00056000,0,1.890000,0.058000,-0.067000,0,10.150,0.240,-0.230,0,0.906,0.021,-0.021,0,,,,,,,,,,0.062000,0.104000,-0.043000,0,0.07,0.00,-0.01,0,131,2,-3,0,0,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,K4,4890.00,50.00,-50.00,0,0.73,0.02,-0.01,0,0.77,0.02,-0.03,0,-0.030,0.080,-0.080,0,[Fe/H],4.61,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2016-03-09,2016-04,2016-03-10
Kepler-167 e,Kepler-167,0,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,9.959,0.424,-0.408,0,0.888,0.038,-0.036,0,,,,,,,,,,,,,,0.08,0.00,0.00,0,,,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4868.00,97.00,-97.00,0,0.74,0.03,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2018-09-04,2018-10,2018-09-06
Kepler-167 e,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,1071.23193460,0.00067060,-0.00067060,0,1.881000,,,0,11.110,16.730,-1.010,0,,,,,,,,,,,,,,0.000000,,,0,0.10,0.62,-0.02,0,144,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4978.00,151.00,-130.00,0,0.81,1.22,-0.07,0,0.77,0.13,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.51,0.07,-0.78,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2014-11-21,2014-12-18,2014-11-21
